problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.850,5.171875
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.830,58.0234375
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,8.24%,1.810,27.6015625
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,2.47%,0.240,23.73046875
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.880,24.765625
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_1.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.150,1.8125
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-8B-Non-Thinking,september_Qwen3-8B-Non-Thinking_7.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.280,32.74609375
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-8B-Non-Thinking,show_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.260,9.73828125
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.260,9.85546875
APIO-2024-contest-train,Qwen3-8B-Non-Thinking,train_Qwen3-8B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,1.5546875
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.70%,0.020,0.00390625
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,1.5546875
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,5.37%,0.020,0.00390625
BOI-2023-contest-astronomer,Qwen3-8B-Non-Thinking,astronomer_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0.00390625
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,2.96%,0.000,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,2.22%,0.020,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,2.96%,0.000,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-minequake,Qwen3-8B-Non-Thinking,minequake_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,2.22%,0.020,3.5546875
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,Qwen3-8B-Non-Thinking,mineraldeposits_Qwen3-8B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,11,11.00%,54.55%,0.020,0.00390625
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.020,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,Qwen3-8B-Non-Thinking,sequence_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.020,0
BOI-2023-contest-staringcontest,Qwen3-8B-Non-Thinking,staringcontest_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,2.56%,0.030,1.546875
BOI-2023-contest-staringcontest,Qwen3-8B-Non-Thinking,staringcontest_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.85%,0.030,7.60546875
BOI-2023-contest-staringcontest,Qwen3-8B-Non-Thinking,staringcontest_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,2.56%,0.030,11.5390625
BOI-2023-contest-staringcontest,Qwen3-8B-Non-Thinking,staringcontest_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,3.42%,0.040,1.546875
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,4.50%,0.000,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0.00390625
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,4.50%,0.020,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,4.50%,0.000,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,4.50%,0.020,0
BOI-2023-contest-tycho,Qwen3-8B-Non-Thinking,tycho_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,4.50%,0.020,0
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.070,6.1796875
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,2.84765625
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.050,2.84765625
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.070,4.65234375
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.070,4.65625
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,2.84375
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,4.65234375
BOI-2024-contest-fire,Qwen3-8B-Non-Thinking,fire_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,44.64%,0.060,2.84765625
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,18.82421875
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,129.703125
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.070,18.5703125
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,17.5390625
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,23.015625
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,17.5390625
BOI-2024-contest-jobs,Qwen3-8B-Non-Thinking,jobs_Qwen3-8B-Non-Thinking_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,129.59765625
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.060,5.375
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.070,14.140625
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,1,1.00%,10.53%,0.050,5.1171875
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-portal,Qwen3-8B-Non-Thinking,portal_Qwen3-8B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.67%,1.230,6.484375
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,0.67%,0.040,2.84765625
BOI-2024-contest-tiles,Qwen3-8B-Non-Thinking,tiles_Qwen3-8B-Non-Thinking_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.33%,1.220,2.84375
BOI-2024-contest-trains,Qwen3-8B-Non-Thinking,trains_Qwen3-8B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-trains,Qwen3-8B-Non-Thinking,trains_Qwen3-8B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,,0.00%,0.000,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,8,8.00%,37.35%,0.250,0.00390625
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.030,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-wall,Qwen3-8B-Non-Thinking,wall_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.030,1.55859375
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0.00390625
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.030,0.00390625
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.020,0.00390625
BOI-2025-contest-boi,Qwen3-8B-Non-Thinking,boi_Qwen3-8B-Non-Thinking_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,11.90%,1.210,2.33203125
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_4.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,1.10%,1.750,613.6015625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-dev,Qwen3-8B-Non-Thinking,dev_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,1.10%,0.030,0.00390625
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.220,3.67578125
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.320,5.04296875
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.34%,1.210,5.69140625
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-exp,Qwen3-8B-Non-Thinking,exp_Qwen3-8B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,1.34%,0.500,29.91796875
BOI-2025-contest-gcd,Qwen3-8B-Non-Thinking,gcd_Qwen3-8B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-gcd,Qwen3-8B-Non-Thinking,gcd_Qwen3-8B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,1.64%,0.040,13.16015625
BOI-2025-contest-gcd,Qwen3-8B-Non-Thinking,gcd_Qwen3-8B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-gcd,Qwen3-8B-Non-Thinking,gcd_Qwen3-8B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-gcd,Qwen3-8B-Non-Thinking,gcd_Qwen3-8B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,5.17%,0.300,271.78515625
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,2.440,260.41796875
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.72%,2.410,513.6796875
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_3.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_4.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,5.17%,0.850,522.78125
BOI-2025-contest-tou,Qwen3-8B-Non-Thinking,tou_Qwen3-8B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,5.17%,0.400,105.5078125
